id,purch_date,customer_num,product_num,amount,paid
226,2019-01-06,799,2,19,1629.06
227,2019-01-06,918,52,5,493.7
228,2019-01-06,194,4,12,817.92
229,2019-01-06,456,12,10,425.6
230,2019-01-06,222,53,13,962.78
231,2019-01-06,753,60,17,700.74
232,2019-01-06,229,14,19,1888.6
233,2019-01-06,938,52,1,81.95
234,2019-01-06,160,30,3,68.88
235,2019-01-06,151,19,8,182.64
236,2019-01-06,217,30,19,436.24
237,2019-01-06,748,29,6,355.38
238,2019-01-06,487,12,12,510.72
239,2019-01-06,627,53,17,1259.02
240,2019-01-06,511,57,13,892.19
241,2019-01-06,792,38,19,284.05
242,2019-01-06,733,23,15,222.15
243,2019-01-06,3,59,17,1262.76
244,2019-01-06,854,8,11,464.09
245,2019-01-06,808,32,9,830.97
246,2019-01-06,134,4,8,545.28
247,2019-01-06,896,34,15,1493.1
248,2019-01-06,801,23,9,111.33
249,2019-01-06,993,30,10,229.6
250,2019-02-03,128,11,7,150.29
251,2019-02-03,920,49,3,135.21
252,2019-02-03,880,22,2,107.26
253,2019-02-03,816,19,6,136.98
254,2019-02-03,253,36,12,165.96
255,2019-02-03,2,50,19,1215.62
256,2019-02-03,398,50,11,703.78
257,2019-02-03,108,21,18,1628.64
258,2019-02-03,800,19,19,425.03
259,2019-02-03,127,15,8,113.04
260,2019-02-03,480,59,6,445.68
261,2019-02-03,351,53,2,148.12
262,2019-02-03,131,3,19,1242.6
263,2019-02-03,570,57,8,280.0
264,2019-02-03,933,39,6,224.7
265,2019-02-03,287,9,10,300.1
266,2019-02-03,884,60,6,247.32
267,2019-02-03,585,18,19,1070.27
268,2019-02-03,430,4,15,787.2
269,2019-02-03,811,31,6,334.62
270,2019-02-03,345,24,18,562.68
271,2019-02-03,195,57,12,823.56
272,2019-02-03,517,13,3,37.02
273,2019-02-03,573,32,15,1384.95
274,2019-02-03,226,56,6,123.18
275,2019-02-03,481,17,3,101.34
276,2019-02-03,923,1,13,82.68
277,2019-02-03,316,54,10,377.9
278,2019-02-03,59,25,3,221.1
279,2019-02-03,24,19,4,91.32
280,2019-02-03,663,49,9,563.4
281,2019-02-03,190,13,3,59.7
282,2019-02-03,472,39,12,449.4
283,2019-02-03,974,49,6,375.6
284,2019-02-03,587,2,11,943.14
285,2019-02-03,936,6,18,1785.96
286,2019-02-03,766,33,4,276.24
287,2019-02-03,704,7,15,207.45
288,2019-02-03,794,46,14,858.76
289,2019-02-03,374,16,11,609.95
290,2019-02-03,652,12,7,288.96
291,2019-02-03,779,50,13,831.74
292,2019-02-03,732,22,20,1205.2
293,2019-02-03,872,45,7,272.3
294,2019-02-03,389,1,5,31.8
295,2019-02-03,973,44,17,521.39
296,2019-02-03,761,26,16,1347.2
297,2019-02-03,473,25,3,221.1
298,2019-02-03,546,26,5,421.0
299,2019-02-03,22,41,12,407.76
300,2019-02-03,423,7,17,235.11
301,2019-02-03,34,13,12,155.28
302,2019-02-03,764,53,19,1407.14
303,2019-02-03,343,30,2,23.88
304,2019-02-03,279,53,12,888.72
305,2019-02-03,533,15,9,127.17
306,2019-02-05,647,9,7,210.07
307,2019-02-05,944,8,8,337.52
308,2019-02-05,403,50,9,575.82
309,2019-02-05,795,10,3,266.97
310,2019-02-05,28,32,5,461.65
311,2019-02-05,852,21,14,1038.66
312,2019-02-05,647,36,19,262.77
313,2019-02-05,132,15,9,127.17
314,2019-02-05,823,12,9,367.74
315,2019-02-05,336,19,10,228.3
316,2019-02-05,803,24,17,297.67
317,2019-02-05,168,29,6,252.3
318,2019-02-05,560,14,3,265.41
319,2019-02-05,357,13,6,119.4
320,2019-02-05,644,39,7,201.88
321,2019-02-05,474,4,20,1363.2
322,2019-02-05,988,10,14,1245.86
323,2019-02-05,126,49,17,1064.2
324,2019-02-05,879,28,7,168.0
325,2019-02-05,885,35,2,191.36
326,2019-02-05,735,50,12,767.76
327,2019-02-05,398,60,7,253.89
328,2019-02-05,964,1,3,19.08
329,2019-02-05,984,41,8,522.8
330,2019-02-05,447,37,6,208.26
331,2019-02-05,921,28,10,149.7
332,2019-02-05,418,6,1,99.22
333,2019-02-05,857,38,4,87.92
334,2019-02-05,129,29,20,663.4
335,2019-02-05,852,34,5,378.25
336,2019-02-05,502,43,14,569.66
337,2019-02-05,572,36,8,110.64
338,2019-02-05,97,35,18,1274.4
339,2019-02-05,439,60,5,206.1
340,2019-02-05,477,7,6,82.98
341,2019-02-05,278,35,4,382.72
342,2019-02-05,374,52,8,782.0
343,2019-02-05,931,8,20,843.8
344,2019-02-05,675,24,14,358.82
345,2019-02-05,147,29,4,236.92
346,2019-02-05,672,39,4,149.8
347,2019-02-05,509,40,6,475.86
348,2019-02-05,608,12,20,851.2
349,2019-02-05,656,16,5,277.25
350,2019-02-05,489,30,19,436.24
351,2019-02-05,61,51,17,819.4
352,2019-02-05,369,45,19,869.63
353,2019-02-05,1000,47,6,289.92
354,2019-02-05,192,48,14,513.38
355,2019-02-05,262,13,18,358.2
356,2019-02-05,474,44,8,245.36
357,2019-02-05,310,30,19,335.92
358,2019-02-05,109,35,9,861.12
359,2019-02-05,215,33,2,164.44
360,2019-02-05,861,60,6,212.7
361,2019-02-05,984,54,17,642.43
362,2019-02-05,992,32,12,1107.96
363,2019-02-05,663,55,18,153.9
364,2019-02-05,128,33,10,822.2
365,2019-02-05,165,59,4,288.2
366,2019-02-05,486,12,15,638.4
367,2019-02-05,103,27,10,360.3
368,2019-02-05,989,27,3,142.23
369,2019-02-05,965,6,2,198.44
370,2019-02-05,46,15,16,226.08
371,2019-02-05,496,38,19,417.62
372,2019-02-05,239,11,10,161.0
373,2019-02-05,767,12,18,589.86
374,2019-02-05,759,17,9,304.02
375,2019-02-05,608,13,4,79.6
376,2019-02-05,775,47,10,483.2
377,2019-02-05,969,29,14,829.22
378,2019-02-05,18,9,2,60.02
379,2019-02-06,336,8,16,675.04
380,2019-02-06,457,6,11,1091.42
381,2019-02-06,59,18,3,168.99
382,2019-02-06,968,50,5,319.9
383,2019-02-06,544,13,10,199.0
384,2019-02-06,848,33,20,1644.4
385,2019-02-06,229,56,10,205.3
386,2019-02-06,404,27,10,474.1
387,2019-02-06,66,49,12,683.64
388,2019-02-06,640,55,5,22.65
389,2019-02-06,956,35,16,1530.88
390,2019-02-06,83,42,10,875.1
391,2019-02-06,984,4,10,681.6
392,2019-02-06,647,5,17,1485.63
393,2019-02-06,146,38,9,102.87
394,2019-02-06,284,17,17,574.26
395,2019-02-06,908,16,7,236.74
396,2019-02-06,899,37,1,61.99
397,2019-02-06,250,2,13,1114.62
398,2019-02-06,273,16,2,110.9
399,2019-02-06,839,18,11,619.63
400,2019-02-06,580,52,20,1974.8
401,2019-02-06,762,34,10,995.4
402,2019-02-06,965,37,11,361.35
403,2019-02-06,849,13,1,19.9
404,2019-02-06,206,39,5,187.25
405,2019-02-06,467,28,6,169.44
406,2019-02-06,941,20,5,435.25
407,2019-02-06,343,9,6,156.66
408,2019-02-06,401,3,11,719.4
409,2019-02-06,808,38,14,307.72
410,2019-02-06,597,35,15,1435.2
411,2019-02-06,753,27,10,403.0
412,2019-02-06,208,47,1,48.32
413,2019-02-06,976,44,9,276.03
414,2019-02-06,652,19,13,296.79
415,2019-02-06,581,54,18,680.22
416,2019-02-06,216,8,17,545.02
417,2019-02-06,885,6,11,1091.42
418,2019-02-06,965,25,13,958.1
419,2019-03-03,488,39,7,144.2
420,2019-03-03,186,21,11,995.28
421,2019-03-03,41,7,18,248.94
422,2019-03-03,529,16,16,887.2
423,2019-03-03,569,46,20,687.0
424,2019-03-03,431,51,14,1054.48
425,2019-03-03,641,4,19,1295.04
426,2019-03-03,608,40,1,79.31
427,2019-03-03,934,13,8,159.2
428,2019-03-03,279,38,2,43.96
429,2019-03-03,672,50,16,1023.68
430,2019-03-03,848,36,18,248.94
431,2019-03-03,511,1,17,108.12
432,2019-03-03,475,53,19,1407.14
433,2019-03-03,43,22,15,903.9
434,2019-03-03,293,39,16,413.44
435,2019-03-03,671,58,10,730.5
436,2019-03-03,713,40,4,317.24
437,2019-03-03,140,55,9,50.04
438,2019-03-03,591,40,17,1321.24
439,2019-03-03,952,49,20,801.2
440,2019-03-03,458,51,13,851.89
441,2019-03-03,831,58,3,173.13
442,2019-03-03,465,41,14,914.9
443,2019-03-03,152,51,20,1506.4
444,2019-03-03,137,59,1,74.28
445,2019-03-03,757,4,7,477.12
446,2019-03-03,462,10,6,533.94
447,2019-03-03,552,23,17,276.59
448,2019-03-03,159,36,1,12.59
449,2019-03-03,471,50,5,319.9
450,2019-03-03,68,5,19,1660.41
451,2019-03-03,166,33,3,246.66
452,2019-03-03,920,26,12,1010.4
453,2019-03-03,391,60,4,110.48
454,2019-03-03,836,4,15,541.8
455,2019-03-03,476,22,13,462.15
456,2019-03-03,824,54,16,604.64
457,2019-03-03,424,39,15,561.75
458,2019-03-03,496,4,5,340.8
459,2019-03-03,377,39,4,149.8
460,2019-03-03,696,5,19,1660.41
461,2019-03-03,909,48,4,146.68
462,2019-03-03,586,8,15,632.85
463,2019-03-04,847,40,5,277.6
464,2019-03-04,339,15,2,19.78
465,2019-03-04,752,7,11,152.13
466,2019-03-04,375,13,19,208.05
467,2019-03-04,930,32,7,646.31
468,2019-03-04,516,26,8,431.12
469,2019-03-04,119,14,15,1491.0
470,2019-03-04,489,2,20,1714.8
471,2019-03-04,250,8,8,337.52
472,2019-03-04,746,39,7,220.22
473,2019-03-04,493,19,16,365.28
474,2019-03-04,32,33,3,246.66
475,2019-03-04,211,24,5,156.3
476,2019-03-04,914,8,18,759.42
477,2019-03-04,194,52,1,50.36
478,2019-03-04,762,30,6,130.86
479,2019-03-04,148,4,11,749.76
480,2019-03-04,52,1,15,50.55
481,2019-03-04,553,16,7,388.15
482,2019-03-04,660,26,20,1684.0
483,2019-03-04,975,3,10,654.0
484,2019-03-04,30,36,14,193.62
485,2019-03-04,11,22,4,241.04
486,2019-03-04,602,45,17,778.09
487,2019-03-04,456,19,19,329.65
488,2019-03-04,289,13,13,258.7
489,2019-03-04,952,32,13,1200.29
490,2019-03-04,746,20,18,1566.9
491,2019-03-04,865,12,16,680.96
492,2019-03-04,427,27,12,568.92
493,2019-03-04,246,51,3,225.96
494,2019-03-04,98,40,9,713.79
495,2019-03-04,607,48,8,293.36
496,2019-03-04,559,12,10,425.6
497,2019-03-04,366,33,16,1315.52
498,2019-03-04,858,6,12,1190.64
499,2019-03-04,396,30,17,390.32
500,2019-03-04,599,24,7,218.82
501,2019-03-04,814,12,13,431.6
502,2019-03-04,505,38,18,253.26
503,2019-03-04,440,36,17,235.11
504,2019-03-04,938,31,20,1115.4
505,2019-03-04,864,42,18,1575.18
506,2019-03-04,903,27,7,331.87
507,2019-03-04,940,5,3,262.17
508,2019-03-04,899,30,12,157.08
509,2019-03-04,819,47,20,966.4
510,2019-03-04,757,22,8,482.08
511,2019-03-04,244,51,6,451.92
512,2019-03-04,136,37,3,185.97
513,2019-03-04,523,32,1,92.33
514,2019-03-04,389,58,20,905.8
515,2019-03-04,652,19,8,127.84
516,2019-03-04,302,33,18,1287.54
517,2019-03-04,601,34,7,696.78
518,2019-03-04,87,27,7,331.87
519,2019-03-04,597,47,2,96.64
520,2019-03-04,896,8,12,369.6
521,2019-03-04,66,40,14,1110.34
522,2019-03-04,845,2,5,428.7
523,2019-03-04,990,56,3,61.59
524,2019-03-04,684,7,20,276.6
525,2019-03-04,976,25,19,1400.3
526,2019-03-04,149,12,11,468.16
527,2019-03-04,116,12,1,42.56
528,2019-03-04,120,18,3,168.99
529,2019-03-04,871,40,8,634.48
530,2019-03-04,22,5,14,1223.46
531,2019-03-04,16,35,7,669.76
532,2019-03-04,27,28,16,451.84
533,2019-03-05,536,8,19,801.61
534,2019-03-05,285,19,9,205.47
535,2019-03-05,647,32,17,1459.79
536,2019-03-05,584,28,4,112.96
537,2019-03-05,146,10,12,1067.88
538,2019-03-05,74,34,8,796.32
539,2019-03-05,834,46,1,60.73
540,2019-03-05,532,56,2,39.82
541,2019-03-05,87,25,14,577.78
542,2019-03-05,4,37,12,743.88
543,2019-03-05,719,10,1,58.73
544,2019-03-05,745,14,8,795.2
545,2019-03-05,784,16,13,720.85
546,2019-03-05,605,57,2,137.26
547,2019-03-05,122,54,19,718.01
548,2019-03-05,1000,43,5,203.45
549,2019-03-05,161,10,15,1334.85
550,2019-03-05,963,22,18,1084.68
551,2019-03-05,211,53,20,1436.8
552,2019-03-05,195,40,15,1189.65
553,2019-03-05,795,55,11,94.05
554,2019-03-05,204,2,1,54.87
555,2019-03-05,456,35,13,1206.53
556,2019-03-05,485,52,14,1382.36
557,2019-03-05,335,12,10,425.6
558,2019-03-05,309,26,4,336.8
559,2019-03-05,561,13,16,318.4
560,2019-03-05,903,42,4,350.04
561,2019-03-05,458,25,14,1031.8
562,2019-03-05,605,59,6,445.68
563,2019-03-05,820,30,13,298.48
564,2019-03-05,999,23,7,113.89
565,2019-03-05,708,36,2,27.66
566,2019-03-05,122,18,1,56.33
567,2019-03-05,742,8,13,548.47
568,2019-03-05,550,30,9,206.64
569,2019-03-05,973,59,16,1188.48
570,2019-03-05,668,40,5,396.55
571,2019-03-05,15,34,3,298.62
572,2019-03-05,449,2,2,171.48
573,2019-03-05,554,11,11,236.17
574,2019-03-05,929,52,19,1876.06
575,2019-03-05,187,41,5,222.2
576,2019-03-05,529,8,5,210.95
577,2019-03-05,542,59,1,74.28
578,2019-03-05,605,49,6,375.6
579,2019-03-05,677,36,9,124.47
580,2019-03-05,975,47,6,162.36
581,2019-03-05,418,33,14,1151.08
582,2019-03-05,17,45,18,560.16
583,2019-03-05,534,11,14,300.58
584,2019-03-05,755,33,4,203.92
585,2019-03-05,873,45,2,91.54
586,2019-03-05,949,17,6,202.68
587,2019-03-05,972,33,13,1068.86
588,2019-03-05,304,36,3,31.53
589,2019-03-05,418,42,11,962.61
590,2019-03-05,791,25,3,221.1
591,2019-03-05,563,40,11,872.41
592,2019-03-05,550,28,6,169.44
593,2019-03-05,715,57,18,1235.34
594,2019-03-05,344,38,8,175.84
595,2019-03-05,627,3,15,981.0
596,2019-03-05,832,6,19,1885.18
597,2019-03-05,948,28,10,282.4
598,2019-03-05,695,30,12,275.52
599,2019-03-05,200,26,19,1215.81
600,2019-03-06,48,45,1,45.77
601,2019-03-06,108,14,19,1888.6
602,2019-03-06,122,22,1,60.26
603,2019-03-06,501,29,16,947.68
604,2019-03-06,361,58,4,292.2
605,2019-03-06,597,35,16,1530.88
606,2019-03-06,570,2,5,428.7
607,2019-03-06,580,56,5,99.55
608,2019-03-06,501,43,16,651.04
609,2019-03-06,561,43,11,447.59
610,2019-03-06,152,4,16,1090.56
611,2019-03-06,629,24,13,406.38
612,2019-03-06,470,57,1,68.63
613,2019-03-06,976,47,20,966.4
614,2019-03-06,665,21,10,678.6
615,2019-03-06,784,29,5,296.15
616,2019-03-06,363,40,4,317.24
617,2019-03-06,487,49,4,250.4
618,2019-03-06,627,22,10,602.6
619,2019-03-06,975,28,10,265.5
620,2019-03-06,374,17,10,337.8
621,2019-03-06,248,32,1,84.94
622,2019-03-06,24,27,4,189.64
623,2019-03-06,247,40,3,237.93
624,2019-03-06,906,30,2,45.92
625,2019-03-06,924,27,7,209.09
626,2019-03-06,12,35,18,1722.24
627,2019-03-06,847,28,15,423.6
628,2019-03-06,973,37,18,1115.82
629,2019-03-06,415,25,5,368.5
630,2019-03-06,583,42,7,612.57
631,2019-03-06,870,20,10,870.5
632,2019-03-06,794,30,18,413.28
633,2019-03-06,959,11,20,429.4
634,2019-03-06,657,2,19,1629.06
635,2019-03-06,658,56,4,82.12
636,2019-03-06,963,53,19,1407.14
637,2019-03-06,153,19,8,182.64
638,2019-03-06,320,48,3,83.61
639,2019-03-06,284,54,4,87.68
640,2019-03-06,862,25,4,294.8
641,2019-03-06,771,21,2,180.96
642,2019-03-06,519,52,1,98.74
643,2019-03-06,432,59,13,965.64
644,2019-03-06,820,59,20,1485.6
645,2019-03-06,814,58,2,146.1
646,2019-03-06,842,46,19,1165.46
647,2019-04-03,442,4,14,534.38
648,2019-04-03,358,45,16,732.32
649,2019-04-03,796,57,4,274.52
650,2019-04-03,167,52,17,1678.58
651,2019-04-03,874,39,9,337.05
652,2019-04-03,544,56,2,41.06
653,2019-04-03,842,3,9,441.45
654,2019-04-03,934,20,19,1653.95
655,2019-04-03,919,21,13,1176.24
656,2019-04-03,765,59,17,1262.76
657,2019-04-03,764,22,20,1205.2
658,2019-04-03,997,43,10,406.9
659,2019-04-03,267,34,1,60.72
660,2019-04-03,877,38,3,65.94
661,2019-04-03,975,28,2,56.48
662,2019-04-03,561,36,4,55.32
663,2019-04-03,935,13,11,218.9
664,2019-04-03,340,4,9,613.44
665,2019-04-03,345,39,11,358.38
666,2019-04-03,418,31,16,892.32
667,2019-04-03,671,29,20,1184.6
668,2019-04-03,365,2,19,1629.06
669,2019-04-03,207,57,3,205.89
670,2019-04-03,210,21,20,1809.6
671,2019-04-03,920,23,19,197.79
672,2019-04-03,98,59,14,1039.92
673,2019-04-03,943,43,4,151.36
674,2019-04-03,60,17,17,516.8
675,2019-04-03,628,35,17,1626.56
676,2019-04-03,542,4,18,1226.88
677,2019-04-03,410,58,16,1168.8
678,2019-04-03,380,25,10,434.8
679,2019-04-03,477,7,2,27.66
680,2019-04-03,319,22,18,1084.68
681,2019-04-03,760,43,5,203.45
682,2019-04-03,501,8,15,550.65
683,2019-04-03,172,23,17,276.59
684,2019-04-03,589,55,8,68.4
685,2019-04-03,891,47,17,821.44
686,2019-04-03,990,52,9,888.66
687,2019-04-03,341,23,8,130.16
688,2019-04-03,515,23,16,260.32
689,2019-04-03,674,7,9,113.31
690,2019-04-03,635,60,2,81.62
691,2019-04-03,132,16,14,776.3
692,2019-04-04,191,56,13,266.89
693,2019-04-04,142,49,16,941.44
694,2019-04-04,477,42,10,875.1
695,2019-04-04,123,44,8,245.36
696,2019-04-04,582,59,14,675.92
697,2019-04-04,75,52,9,862.02
698,2019-04-04,969,6,20,1984.4
699,2019-04-04,742,45,8,190.4
700,2019-04-04,837,57,4,274.52
701,2019-04-04,411,44,17,297.16
702,2019-04-04,188,21,17,1538.16
703,2019-04-04,135,8,18,759.42
704,2019-04-04,930,9,1,27.31
705,2019-04-04,441,31,16,892.32
706,2019-04-04,127,56,3,61.59
707,2019-04-04,447,38,14,307.72
708,2019-04-04,707,16,18,998.1
709,2019-04-04,91,13,20,398.0
710,2019-04-04,110,11,10,163.2
711,2019-04-04,532,1,6,38.16
712,2019-04-04,170,11,8,171.76
713,2019-04-04,786,7,9,124.47
714,2019-04-04,286,38,14,187.74
715,2019-04-04,860,56,18,214.38
716,2019-04-04,103,19,11,150.7
717,2019-04-04,496,5,7,318.08
718,2019-04-04,67,23,9,95.22
719,2019-04-04,557,35,8,459.28
720,2019-04-04,92,49,1,62.6
721,2019-04-04,535,16,19,1053.55
722,2019-04-04,836,30,19,436.24
723,2019-04-04,779,5,10,873.9
724,2019-04-04,897,12,1,42.56
725,2019-04-04,547,49,5,313.0
726,2019-04-04,301,60,6,247.32
727,2019-04-04,750,45,13,559.26
